#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C19260	22
RL|S1|C19270	22
RL|S1|C19280	22
RL|S1|C19296	22
RL|S1|C19302	22
RL|S1|C19309	22
RL|S1|C19335	22
RL|S1|C19353	22
RL|S1|C19392	22
RL|S1|C19397	22
RL|S1|C19411	22
RL|S1|C19480	22
RL|S1|C669	23
RL|S1|C683	23
RL|S1|C996	23
RL|S1|C1238	23
RL|S1|C1541	23
RL|S1|C1595	23
RL|S1|C1728	23
RL|S1|C1799	23
RL|S1|C2484	23
RL|S1|C2703	23
RL|S1|C3064	23
RL|S1|C3394	23
RL|S1|C3844	23
RL|S1|C4000	23
RL|S1|C4510	23
RL|S1|C4536	23
RL|S1|C4788	23
RL|S1|C5211	23
RL|S1|C5562	23
RL|S1|C6047	23
RL|S1|C6367	23
RL|S1|C6491	23
RL|S1|C6551	23
RL|S1|C6954	23
RL|S1|C6982	23
RL|S1|C7027	23
RL|S1|C7413	23
RL|S1|C7641	23
RL|S1|C7645	23
RL|S1|C7649	23
RL|S1|C8185	23
RL|S1|C8307	23
RL|S1|C8534	23
RL|S1|C8853	23
RL|S1|C9234	23
RL|S1|C9516	23
RL|S1|C9735	23
RL|S1|C10194	23
RL|S1|C10786	23
RL|S1|C11734	23
RL|S1|C12305	23
RL|S1|C12438	23
RL|S1|C12651	23
RL|S1|C12966	23
RL|S1|C12984	23
RL|S1|C13040	23
RL|S1|C13251	23
RL|S1|C13286	23
RL|S1|C13790	23
RL|S1|C13980	23
RL|S1|C14456	23
RL|S1|C14892	23
RL|S1|C15004	23
RL|S1|C15043	23
RL|S1|C15347	23
RL|S1|C15802	23
RL|S1|C16705	23
RL|S1|C16917	23
RL|S1|C17288	23
RL|S1|C17468	23
RL|S1|C18432	23
RL|S1|C18692	23
RL|S1|C18781	23
RL|S1|C374	24
RL|S1|C729	24
RL|S1|C1346	24
RL|S1|C1498	24
RL|S1|C1725	24
RL|S1|C1862	24
RL|S1|C1940	24
RL|S1|C1948	24
RL|S1|C2240	24
RL|S1|C2317	24
RL|S1|C2332	24
RL|S1|C2333	24
RL|S1|C2691	24
RL|S1|C2736	24
RL|S1|C2857	24
RL|S1|C3690	24
RL|S1|C3793	24
RL|S1|C3964	24
RL|S1|C4126	24
RL|S1|C4594	24
RL|S1|C4628	24
RL|S1|C4867	24
RL|S1|C5180	24
RL|S1|C5242	24
RL|S1|C5252	24
RL|S1|C5419	24
RL|S1|C5454	24
RL|S1|C5540	24
RL|S1|C5605	24
RL|S1|C5818	24
RL|S1|C6111	24
RL|S1|C6145	24
RL|S1|C6180	24
RL|S1|C7058	24
RL|S1|C7114	24
RL|S1|C7172	24
RL|S1|C7174	24
RL|S1|C7554	24
RL|S1|C7678	24
RL|S1|C7885	24
RL|S1|C8059	24
RL|S1|C8076	24
RL|S1|C8111	24
RL|S1|C8113	24
RL|S1|C8167	24
RL|S1|C8547	24
RL|S1|C9147	24
RL|S1|C9323	24
RL|S1|C9433	24
RL|S1|C9904	24
RL|S1|C10118	24
RL|S1|C10459	24
RL|S1|C10666	24
RL|S1|C10816	24
RL|S1|C10818	24
RL|S1|C11083	24
RL|S1|C11299	24
RL|S1|C11613	24
RL|S1|C11892	24
RL|S1|C11994	24
RL|S1|C12315	24
RL|S1|C12352	24
RL|S1|C12362	24
RL|S1|C12566	24
RL|S1|C12813	24
RL|S1|C13018	24
RL|S1|C13255	24
RL|S1|C13602	24
RL|S1|C13681	24
RL|S1|C13808	24
RL|S1|C13888	24
RL|S1|C14311	24
RL|S1|C14322	24
RL|S1|C14364	24
RL|S1|C14519	24
RL|S1|C14541	24
RL|S1|C14614	24
RL|S1|C14871	24
RL|S1|C14890	24
RL|S1|C15272	24
RL|S1|C15540	24
RL|S1|C15604	24
RL|S1|C15631	24
RL|S1|C15775	24
RL|S1|C15923	24
RL|S1|C16038	24
RL|S1|C16127	24
RL|S1|C16514	24
RL|S1|C16581	24
RL|S1|C16754	24
RL|S1|C16787	24
RL|S1|C16907	24
RL|S1|C16909	24
RL|S1|C17071	24
RL|S1|C17437	24
RL|S1|C17442	24
RL|S1|C18253	24
RL|S1|C18270	24
RL|S1|C18321	24
RL|S1|C18366	24
RL|S1|C18367	24
RL|S1|C18447	24
RL|S1|C18556	24
RL|S1|C18808	24
RL|S1|C19151	24
RL|S1|C19217	24
RL|S1|C19349	24
RL|S1|C19402	24
RL|S1|C113	25
RL|S1|C277	25
RL|S1|C395	25
RL|S1|C758	25
RL|S1|C1355	25
RL|S1|C1605	25
RL|S1|C1705	25
RL|S1|C2276	25
RL|S1|C2609	25
RL|S1|C2904	25
RL|S1|C2974	25
RL|S1|C2998	25
RL|S1|C3068	25
RL|S1|C3658	25
RL|S1|C3789	25
RL|S1|C4184	25
RL|S1|C4889	25
RL|S1|C5056	25
RL|S1|C6008	25
RL|S1|C6051	25
RL|S1|C6248	25
RL|S1|C6881	25
RL|S1|C7618	25
RL|S1|C7756	25
RL|S1|C8221	25
RL|S1|C8759	25
RL|S1|C9182	25
RL|S1|C9597	25
RL|S1|C11074	25
RL|S1|C12147	25
RL|S1|C13424	25
RL|S1|C14423	25
RL|S1|C14949	25
RL|S1|C14961	25
RL|S1|C15036	25
RL|S1|C15556	25
RL|S1|C15712	25
RL|S1|C15943	25
RL|S1|C16306	25
RL|S1|C16609	25
RL|S1|C16688	25
RL|S1|C16999	25
RL|S1|C18120	25
RL|S1|C18231	25
RL|S1|C18441	25
RL|S1|C18647	25
RL|S1|C18931	25
RL|S1|C19142	25
RL|S1|C19317	25
RL|S1|C6	26
RL|S1|C155	26
RL|S1|C327	26
RL|S1|C340	26
RL|S1|C421	26
RL|S1|C429	26
RL|S1|C469	26
RL|S1|C474	26
RL|S1|C517	26
RL|S1|C536	26
RL|S1|C644	26
RL|S1|C657	26
RL|S1|C666	26
RL|S1|C688	26
RL|S1|C726	26
RL|S1|C840	26
RL|S1|C925	26
RL|S1|C1119	26
RL|S1|C1134	26
RL|S1|C1149	26
RL|S1|C1150	26
RL|S1|C1168	26
RL|S1|C1191	26
RL|S1|C1267	26
RL|S1|C1333	26
RL|S1|C1453	26
RL|S1|C1464	26
RL|S1|C1546	26
RL|S1|C1898	26
RL|S1|C1904	26
RL|S1|C1979	26
RL|S1|C1985	26
RL|S1|C2059	26
RL|S1|C2118	26
RL|S1|C2310	26
RL|S1|C2376	26
RL|S1|C2578	26
RL|S1|C2597	26
RL|S1|C2625	26
RL|S1|C2879	26
RL|S1|C3066	26
RL|S1|C3146	26
RL|S1|C3322	26
RL|S1|C3349	26
RL|S1|C3411	26
RL|S1|C3443	26
RL|S1|C3468	26
RL|S1|C3511	26
RL|S1|C3661	26
RL|S1|C3672	26
RL|S1|C3753	26
RL|S1|C3826	26
RL|S1|C3914	26
RL|S1|C4121	26
RL|S1|C4155	26
RL|S1|C4158	26
RL|S1|C4233	26
RL|S1|C4279	26
RL|S1|C4294	26
RL|S1|C4433	26
RL|S1|C4455	26
RL|S1|C4459	26
RL|S1|C4581	26
RL|S1|C4593	26
RL|S1|C4595	26
RL|S1|C4649	26
RL|S1|C4681	26
RL|S1|C4881	26
RL|S1|C4941	26
RL|S1|C4953	26
RL|S1|C5038	26
RL|S1|C5133	26
RL|S1|C5213	26
RL|S1|C5228	26
RL|S1|C5236	26
RL|S1|C5291	26
RL|S1|C5314	26
RL|S1|C5335	26
RL|S1|C5393	26
RL|S1|C5398	26
RL|S1|C5541	26
RL|S1|C5652	26
RL|S1|C5806	26
RL|S1|C5908	26
RL|S1|C5942	26
RL|S1|C5991	26
RL|S1|C6057	26
RL|S1|C6173	26
RL|S1|C6271	26
RL|S1|C6319	26
RL|S1|C6336	26
RL|S1|C6426	26
RL|S1|C6599	26
RL|S1|C6657	26
RL|S1|C6667	26
RL|S1|C6765	26
RL|S1|C6776	26
RL|S1|C6856	26
RL|S1|C6948	26
RL|S1|C7094	26
RL|S1|C7204	26
RL|S1|C7286	26
RL|S1|C7291	26
RL|S1|C7371	26
RL|S1|C7436	26
RL|S1|C7451	26
RL|S1|C7518	26
RL|S1|C7585	26
RL|S1|C7735	26
RL|S1|C7803	26
RL|S1|C7882	26
RL|S1|C7890	26
RL|S1|C7934	26
RL|S1|C7994	26
RL|S1|C7997	26
RL|S1|C8044	26
RL|S1|C8164	26
RL|S1|C8170	26
RL|S1|C8203	26
RL|S1|C8338	26
RL|S1|C8426	26
RL|S1|C8488	26
RL|S1|C8644	26
RL|S1|C8812	26
RL|S1|C8945	26
RL|S1|C8971	26
RL|S1|C8997	26
RL|S1|C9093	26
RL|S1|C9299	26
RL|S1|C9359	26
RL|S1|C9407	26
RL|S1|C9422	26
RL|S1|C9520	26
RL|S1|C9573	26
RL|S1|C9608	26
RL|S1|C9733	26
RL|S1|C9753	26
RL|S1|C9786	26
RL|S1|C9851	26
RL|S1|C9885	26
RL|S1|C9891	26
RL|S1|C9917	26
RL|S1|C9941	26
RL|S1|C9984	26
RL|S1|C10034	26
RL|S1|C10080	26
RL|S1|C10108	26
RL|S1|C10136	26
RL|S1|C10261	26
RL|S1|C10289	26
RL|S1|C10308	26
RL|S1|C10325	26
RL|S1|C10335	26
RL|S1|C10417	26
RL|S1|C10657	26
RL|S1|C10698	26
RL|S1|C10782	26
RL|S1|C10846	26
RL|S1|C10852	26
RL|S1|C10871	26
RL|S1|C10994	26
RL|S1|C11037	26
RL|S1|C11251	26
RL|S1|C11281	26
RL|S1|C11354	26
RL|S1|C11413	26
RL|S1|C11424	26
RL|S1|C11500	26
RL|S1|C11520	26
RL|S1|C11540	26
RL|S1|C11622	26
RL|S1|C11675	26
RL|S1|C11683	26
RL|S1|C11702	26
RL|S1|C11783	26
RL|S1|C11878	26
RL|S1|C11999	26
RL|S1|C12031	26
RL|S1|C12170	26
RL|S1|C12250	26
RL|S1|C12253	26
RL|S1|C12276	26
RL|S1|C12441	26
RL|S1|C12503	26
RL|S1|C12630	26
RL|S1|C12670	26
RL|S1|C12682	26
RL|S1|C12723	26
RL|S1|C12768	26
RL|S1|C12771	26
RL|S1|C12817	26
RL|S1|C12820	26
RL|S1|C12862	26
RL|S1|C12932	26
RL|S1|C12947	26
RL|S1|C12957	26
RL|S1|C12967	26
RL|S1|C12989	26
RL|S1|C13017	26
RL|S1|C13098	26
RL|S1|C13269	26
RL|S1|C13446	26
RL|S1|C13483	26
RL|S1|C13509	26
RL|S1|C13678	26
RL|S1|C13710	26
RL|S1|C13742	26
RL|S1|C13995	26
RL|S1|C14080	26
RL|S1|C14135	26
RL|S1|C14188	26
RL|S1|C14335	26
RL|S1|C14353	26
RL|S1|C14522	26
RL|S1|C14525	26
RL|S1|C14929	26
RL|S1|C15251	26
RL|S1|C15270	26
RL|S1|C15277	26
RL|S1|C15282	26
RL|S1|C15509	26
RL|S1|C15630	26
RL|S1|C15636	26
RL|S1|C15688	26
RL|S1|C15740	26
RL|S1|C15785	26
RL|S1|C15864	26
RL|S1|C16010	26
RL|S1|C16030	26
RL|S1|C16060	26
RL|S1|C16270	26
RL|S1|C16297	26
RL|S1|C16407	26
RL|S1|C16553	26
RL|S1|C16570	26
RL|S1|C16737	26
RL|S1|C16784	26
RL|S1|C16940	26
RL|S1|C17070	26
RL|S1|C17147	26
RL|S1|C17177	26
RL|S1|C17192	26
RL|S1|C17317	26
RL|S1|C17371	26
RL|S1|C17402	26
RL|S1|C17418	26
RL|S1|C17465	26
RL|S1|C17550	26
RL|S1|C17619	26
RL|S1|C17634	26
RL|S1|C17661	26
RL|S1|C17671	26
RL|S1|C17730	26
RL|S1|C17738	26
RL|S1|C17804	26
RL|S1|C17898	26
RL|S1|C17903	26
RL|S1|C17966	26
RL|S1|C17980	26
RL|S1|C18026	26
RL|S1|C18088	26
RL|S1|C18099	26
RL|S1|C18104	26
RL|S1|C18259	26
RL|S1|C18317	26
RL|S1|C18330	26
RL|S1|C18387	26
RL|S1|C18479	26
RL|S1|C18497	26
RL|S1|C18500	26
RL|S1|C18509	26
RL|S1|C18510	26
RL|S1|C18709	26
RL|S1|C18798	26
RL|S1|C18861	26
RL|S1|C18864	26
RL|S1|C18936	26
RL|S1|C18966	26
RL|S1|C19282	26
RL|S1|C19283	26
RL|S1|C19346	26
RL|S1|C19409	26
RL|S1|C173	27
RL|S1|C809	27
RL|S1|C4939	27
RL|S1|C6966	27
RL|S1|C8522	27
RL|S1|C8874	27
RL|S1|C8883	27
RL|S1|C9394	27
RL|S1|C10379	27
RL|S1|C13301	27
RL|S1|C14662	27
RL|S1|C15552	27
RL|S1|C16295	27
RL|S1|C16391	27
RL|S1|C16881	27
RL|S1|C17344	27
RL|S1|C17995	27
RL|S1|C18562	27
RL|S1|C18691	27
RL|S1|C18705	27
RL|S1|C19147	27
RL|S1|C1688	28
RL|S1|C4420	28
RL|S1|C4791	28
RL|S1|C8576	28
RL|S1|C8674	28
RL|S1|C10436	28
RL|S1|C11115	28
RL|S1|C12698	28
RL|S1|C13013	28
RL|S1|C18028	28
RL|S1|C19025	28
RL|S1|C254	29
RL|S1|C2013	29
RL|S1|C2878	29
RL|S1|C4841	29
RL|S1|C5284	29
RL|S1|C7899	29
RL|S1|C10374	29
RL|S1|C14115	29
RL|S1|C16829	29
RL|S1|C17254	29
RL|S1|C17586	29
RL|S1|C18863	29
RL|S1|C7433	3
RL|S1|C8350	3
RL|S1|C11005	3
RL|S1|C894	30
RL|S1|C1004	30
RL|S1|C1772	30
RL|S1|C1992	30
RL|S1|C2662	30
RL|S1|C4002	30
RL|S1|C4782	30
RL|S1|C5019	30
RL|S1|C5386	30
RL|S1|C6013	30
RL|S1|C6090	30
RL|S1|C8300	30
RL|S1|C9240	30
RL|S1|C11210	30
RL|S1|C11637	30
RL|S1|C11723	30
RL|S1|C11820	30
RL|S1|C12397	30
RL|S1|C12696	30
RL|S1|C15316	30
RL|S1|C16403	30
RL|S1|C16612	30
RL|S1|C16899	30
RL|S1|C17003	30
RL|S1|C18195	30
RL|S1|C18945	30
RL|S1|C789	31
RL|S1|C825	31
RL|S1|C1186	31
RL|S1|C1204	31
RL|S1|C1487	31
RL|S1|C1665	31
RL|S1|C1737	31
RL|S1|C1973	31
RL|S1|C1991	31
RL|S1|C2290	31
RL|S1|C3329	31
RL|S1|C3799	31
RL|S1|C3817	31
RL|S1|C3971	31
RL|S1|C4004	31
RL|S1|C4030	31
RL|S1|C4175	31
RL|S1|C4823	31
RL|S1|C5234	31
RL|S1|C5755	31
RL|S1|C5986	31
RL|S1|C6056	31
RL|S1|C6162	31
RL|S1|C6209	31
RL|S1|C6322	31
RL|S1|C6961	31
RL|S1|C7175	31
RL|S1|C7222	31
RL|S1|C7240	31
RL|S1|C7634	31
RL|S1|C8153	31
RL|S1|C8231	31
RL|S1|C8494	31
RL|S1|C8964	31
RL|S1|C9123	31
RL|S1|C10179	31
RL|S1|C10359	31
RL|S1|C10534	31
RL|S1|C11896	31
RL|S1|C11898	31
RL|S1|C11922	31
RL|S1|C12431	31
RL|S1|C12449	31
RL|S1|C13074	31
RL|S1|C13171	31
RL|S1|C13326	31
RL|S1|C13550	31
RL|S1|C15042	31
RL|S1|C15154	31
RL|S1|C15184	31
RL|S1|C15349	31
RL|S1|C15450	31
RL|S1|C16061	31
RL|S1|C16153	31
RL|S1|C16921	31
RL|S1|C17198	31
RL|S1|C18298	31
RL|S1|C18409	31
RL|S1|C18544	31
RL|S1|C18554	31
RL|S1|C19498	31
RL|S1|C1222	32
RL|S1|C1432	32
RL|S1|C2544	32
RL|S1|C3352	32
RL|S1|C3428	32
RL|S1|C3649	32
RL|S1|C4333	32
RL|S1|C5844	32
RL|S1|C6649	32
RL|S1|C7605	32
RL|S1|C7943	32
RL|S1|C8808	32
RL|S1|C9902	32
RL|S1|C10454	32
RL|S1|C11104	32
RL|S1|C11804	32
RL|S1|C13106	32
RL|S1|C14147	32
RL|S1|C14481	32
RL|S1|C14852	32
RL|S1|C15674	32
RL|S1|C18343	32
RL|S1|C19208	32
RL|S1|C19362	32
RL|S1|C1264	33
RL|S1|C4260	33
RL|S1|C8386	33
RL|S1|C9863	33
RL|S1|C2	34
RL|S1|C77	34
RL|S1|C125	34
RL|S1|C129	34
RL|S1|C152	34
RL|S1|C159	34
RL|S1|C168	34
RL|S1|C174	34
RL|S1|C251	34
RL|S1|C279	34
RL|S1|C307	34
RL|S1|C323	34
RL|S1|C326	34
RL|S1|C346	34
RL|S1|C350	34
RL|S1|C380	34
RL|S1|C401	34
RL|S1|C450	34
RL|S1|C468	34
RL|S1|C494	34
RL|S1|C510	34
RL|S1|C513	34
RL|S1|C516	34
RL|S1|C528	34
RL|S1|C539	34
RL|S1|C561	34
RL|S1|C637	34
RL|S1|C676	34
RL|S1|C684	34
RL|S1|C686	34
RL|S1|C714	34
RL|S1|C777	34
RL|S1|C819	34
RL|S1|C838	34
RL|S1|C858	34
RL|S1|C866	34
RL|S1|C932	34
RL|S1|C956	34
RL|S1|C985	34
RL|S1|C992	34
RL|S1|C998	34
RL|S1|C1071	34
RL|S1|C1079	34
RL|S1|C1096	34
RL|S1|C1099	34
RL|S1|C1114	34
RL|S1|C1135	34
RL|S1|C1141	34
RL|S1|C1176	34
RL|S1|C1185	34
RL|S1|C1188	34
RL|S1|C1190	34
RL|S1|C1229	34
RL|S1|C1276	34
RL|S1|C1281	34
RL|S1|C1290	34
RL|S1|C1314	34
RL|S1|C1327	34
RL|S1|C1328	34
RL|S1|C1340	34
RL|S1|C1347	34
RL|S1|C1361	34
RL|S1|C1368	34
RL|S1|C1372	34
RL|S1|C1376	34
RL|S1|C1399	34
RL|S1|C1406	34
RL|S1|C1427	34
RL|S1|C1484	34
RL|S1|C1504	34
RL|S1|C1574	34
RL|S1|C1587	34
RL|S1|C1610	34
RL|S1|C1615	34
RL|S1|C1620	34
RL|S1|C1643	34
RL|S1|C1644	34
RL|S1|C1690	34
RL|S1|C1691	34
RL|S1|C1693	34
RL|S1|C1731	34
RL|S1|C1743	34
RL|S1|C1773	34
RL|S1|C1865	34
RL|S1|C1972	34
RL|S1|C2012	34
RL|S1|C2014	34
RL|S1|C2023	34
RL|S1|C2034	34
RL|S1|C2035	34
RL|S1|C2037	34
RL|S1|C2073	34
RL|S1|C2093	34
RL|S1|C2103	34
RL|S1|C2182	34
RL|S1|C2191	34
RL|S1|C2195	34
RL|S1|C2199	34
RL|S1|C2215	34
RL|S1|C2235	34
RL|S1|C2239	34
RL|S1|C2249	34
RL|S1|C2259	34
RL|S1|C2272	34
RL|S1|C2282	34
RL|S1|C2338	34
RL|S1|C2366	34
RL|S1|C2368	34
RL|S1|C2371	34
RL|S1|C2418	34
RL|S1|C2423	34
RL|S1|C2437	34
RL|S1|C2439	34
RL|S1|C2467	34
RL|S1|C2520	34
RL|S1|C2575	34
RL|S1|C2591	34
RL|S1|C2613	34
RL|S1|C2633	34
RL|S1|C2641	34
RL|S1|C2651	34
RL|S1|C2659	34
RL|S1|C2711	34
RL|S1|C2714	34
RL|S1|C2727	34
RL|S1|C2731	34
RL|S1|C2737	34
RL|S1|C2746	34
RL|S1|C2796	34
RL|S1|C2797	34
RL|S1|C2826	34
RL|S1|C2829	34
RL|S1|C2831	34
RL|S1|C2838	34
RL|S1|C2843	34
RL|S1|C2859	34
RL|S1|C2867	34
RL|S1|C2889	34
RL|S1|C2906	34
RL|S1|C2931	34
RL|S1|C2932	34
RL|S1|C2934	34
RL|S1|C2937	34
RL|S1|C2994	34
RL|S1|C3008	34
RL|S1|C3010	34
RL|S1|C3019	34
RL|S1|C3052	34
RL|S1|C3095	34
RL|S1|C3096	34
RL|S1|C3104	34
RL|S1|C3144	34
RL|S1|C3149	34
RL|S1|C3150	34
RL|S1|C3168	34
RL|S1|C3177	34
RL|S1|C3178	34
RL|S1|C3239	34
RL|S1|C3242	34
RL|S1|C3266	34
RL|S1|C3268	34
RL|S1|C3338	34
RL|S1|C3354	34
RL|S1|C3367	34
RL|S1|C3391	34
RL|S1|C3416	34
RL|S1|C3429	34
RL|S1|C3441	34
RL|S1|C3474	34
RL|S1|C3546	34
RL|S1|C3561	34
RL|S1|C3595	34
RL|S1|C3680	34
RL|S1|C3696	34
RL|S1|C3709	34
RL|S1|C3719	34
RL|S1|C3726	34
RL|S1|C3773	34
RL|S1|C3834	34
RL|S1|C3852	34
RL|S1|C3900	34
RL|S1|C3904	34
RL|S1|C3905	34
RL|S1|C3932	34
RL|S1|C3943	34
RL|S1|C3998	34
RL|S1|C4039	34
RL|S1|C4054	34
RL|S1|C4057	34
RL|S1|C4078	34
RL|S1|C4093	34
RL|S1|C4134	34
RL|S1|C4140	34
RL|S1|C4164	34
RL|S1|C4210	34
RL|S1|C4216	34
RL|S1|C4251	34
RL|S1|C4263	34
RL|S1|C4264	34
RL|S1|C4268	34
RL|S1|C4277	34
RL|S1|C4284	34
RL|S1|C4290	34
RL|S1|C4295	34
RL|S1|C4314	34
RL|S1|C4345	34
RL|S1|C4389	34
RL|S1|C4407	34
RL|S1|C4466	34
RL|S1|C4568	34
RL|S1|C4611	34
RL|S1|C4641	34
RL|S1|C4657	34
RL|S1|C4663	34
RL|S1|C4665	34
RL|S1|C4687	34
RL|S1|C4734	34
RL|S1|C4754	34
RL|S1|C4775	34
RL|S1|C4777	34
RL|S1|C4827	34
RL|S1|C4850	34
RL|S1|C4854	34
RL|S1|C4865	34
RL|S1|C4883	34
RL|S1|C4966	34
RL|S1|C4977	34
RL|S1|C4995	34
RL|S1|C5087	34
RL|S1|C5139	34
RL|S1|C5155	34
RL|S1|C5174	34
RL|S1|C5178	34
RL|S1|C5185	34
RL|S1|C5201	34
RL|S1|C5204	34
RL|S1|C5240	34
RL|S1|C5340	34
RL|S1|C5356	34
RL|S1|C5358	34
RL|S1|C5361	34
RL|S1|C5365	34
RL|S1|C5445	34
RL|S1|C5484	34
RL|S1|C5508	34
RL|S1|C5510	34
RL|S1|C5514	34
RL|S1|C5525	34
RL|S1|C5582	34
RL|S1|C5583	34
RL|S1|C5587	34
RL|S1|C5590	34
RL|S1|C5591	34
RL|S1|C5633	34
RL|S1|C5676	34
RL|S1|C5677	34
RL|S1|C5692	34
RL|S1|C5701	34
RL|S1|C5712	34
RL|S1|C5773	34
RL|S1|C5777	34
RL|S1|C5788	34
RL|S1|C5792	34
RL|S1|C5811	34
RL|S1|C5861	34
RL|S1|C5900	34
RL|S1|C5907	34
RL|S1|C5930	34
RL|S1|C5941	34
RL|S1|C5948	34
RL|S1|C5951	34
RL|S1|C5964	34
RL|S1|C5985	34
RL|S1|C6062	34
RL|S1|C6110	34
RL|S1|C6191	34
RL|S1|C6308	34
RL|S1|C6359	34
RL|S1|C6415	34
RL|S1|C6445	34
RL|S1|C6480	34
RL|S1|C6505	34
RL|S1|C6520	34
RL|S1|C6530	34
RL|S1|C6544	34
RL|S1|C6627	34
RL|S1|C6630	34
RL|S1|C6664	34
RL|S1|C6699	34
RL|S1|C6842	34
RL|S1|C6903	34
RL|S1|C6909	34
RL|S1|C6931	34
RL|S1|C6933	34
RL|S1|C7006	34
RL|S1|C7039	34
RL|S1|C7111	34
RL|S1|C7131	34
RL|S1|C7132	34
RL|S1|C7134	34
RL|S1|C7218	34
RL|S1|C7224	34
RL|S1|C7226	34
RL|S1|C7298	34
RL|S1|C7306	34
RL|S1|C7319	34
RL|S1|C7344	34
RL|S1|C7376	34
RL|S1|C7397	34
RL|S1|C7400	34
RL|S1|C7404	34
RL|S1|C7434	34
RL|S1|C7435	34
RL|S1|C7479	34
RL|S1|C7696	34
RL|S1|C7705	34
RL|S1|C7719	34
RL|S1|C7737	34
RL|S1|C7739	34
RL|S1|C7771	34
RL|S1|C7820	34
RL|S1|C7914	34
RL|S1|C7924	34
RL|S1|C7937	34
RL|S1|C8016	34
RL|S1|C8019	34
RL|S1|C8022	34
RL|S1|C8061	34
RL|S1|C8162	34
RL|S1|C8165	34
RL|S1|C8230	34
RL|S1|C8242	34
RL|S1|C8279	34
RL|S1|C8318	34
RL|S1|C8342	34
RL|S1|C8348	34
RL|S1|C8366	34
RL|S1|C8411	34
RL|S1|C8425	34
RL|S1|C8446	34
RL|S1|C8462	34
RL|S1|C8474	34
RL|S1|C8516	34
RL|S1|C8600	34
RL|S1|C8623	34
RL|S1|C8648	34
RL|S1|C8657	34
RL|S1|C8682	34
RL|S1|C8689	34
RL|S1|C8703	34
RL|S1|C8708	34
RL|S1|C8723	34
RL|S1|C8734	34
RL|S1|C8757	34
RL|S1|C8762	34
RL|S1|C8763	34
RL|S1|C8765	34
RL|S1|C8821	34
RL|S1|C8830	34
RL|S1|C8838	34
RL|S1|C8844	34
RL|S1|C8846	34
RL|S1|C8848	34
RL|S1|C8870	34
RL|S1|C8908	34
RL|S1|C8935	34
RL|S1|C8961	34
RL|S1|C9011	34
RL|S1|C9029	34
RL|S1|C9034	34
RL|S1|C9058	34
RL|S1|C9094	34
RL|S1|C9108	34
RL|S1|C9194	34
RL|S1|C9229	34
RL|S1|C9313	34
RL|S1|C9317	34
RL|S1|C9318	34
RL|S1|C9348	34
RL|S1|C9355	34
RL|S1|C9356	34
RL|S1|C9357	34
RL|S1|C9395	34
RL|S1|C9443	34
RL|S1|C9475	34
RL|S1|C9478	34
RL|S1|C9482	34
RL|S1|C9504	34
RL|S1|C9563	34
RL|S1|C9567	34
RL|S1|C9568	34
RL|S1|C9580	34
RL|S1|C9622	34
RL|S1|C9626	34
RL|S1|C9642	34
RL|S1|C9653	34
RL|S1|C9659	34
RL|S1|C9661	34
RL|S1|C9667	34
RL|S1|C9708	34
RL|S1|C9736	34
RL|S1|C9737	34
RL|S1|C9745	34
RL|S1|C9747	34
RL|S1|C9754	34
RL|S1|C9783	34
RL|S1|C9799	34
RL|S1|C9801	34
RL|S1|C9818	34
RL|S1|C9841	34
RL|S1|C9857	34
RL|S1|C9868	34
RL|S1|C9877	34
RL|S1|C9882	34
RL|S1|C9892	34
RL|S1|C9925	34
RL|S1|C9973	34
RL|S1|C10234	34
RL|S1|C10252	34
RL|S1|C10307	34
RL|S1|C10311	34
RL|S1|C10323	34
RL|S1|C10333	34
RL|S1|C10350	34
RL|S1|C10413	34
RL|S1|C10421	34
RL|S1|C10431	34
RL|S1|C10442	34
RL|S1|C10458	34
RL|S1|C10463	34
RL|S1|C10480	34
RL|S1|C10489	34
RL|S1|C10522	34
RL|S1|C10525	34
RL|S1|C10528	34
RL|S1|C10532	34
RL|S1|C10554	34
RL|S1|C10609	34
RL|S1|C10628	34
RL|S1|C10631	34
RL|S1|C10636	34
RL|S1|C10706	34
RL|S1|C10715	34
RL|S1|C10719	34
RL|S1|C10742	34
RL|S1|C10751	34
RL|S1|C10787	34
RL|S1|C10824	34
RL|S1|C10835	34
RL|S1|C10856	34
RL|S1|C10893	34
RL|S1|C10955	34
RL|S1|C10981	34
RL|S1|C11024	34
RL|S1|C11025	34
RL|S1|C11027	34
RL|S1|C11035	34
RL|S1|C11036	34
RL|S1|C11039	34
RL|S1|C11080	34
RL|S1|C11081	34
RL|S1|C11089	34
RL|S1|C11099	34
RL|S1|C11134	34
RL|S1|C11143	34
RL|S1|C11150	34
RL|S1|C11241	34
RL|S1|C11275	34
RL|S1|C11286	34
RL|S1|C11295	34
RL|S1|C11319	34
RL|S1|C11351	34
RL|S1|C11364	34
RL|S1|C11376	34
RL|S1|C11384	34
RL|S1|C11417	34
RL|S1|C11453	34
RL|S1|C11474	34
RL|S1|C11539	34
RL|S1|C11560	34
RL|S1|C11578	34
RL|S1|C11624	34
RL|S1|C11687	34
RL|S1|C11756	34
RL|S1|C11763	34
RL|S1|C11769	34
RL|S1|C11790	34
RL|S1|C11846	34
RL|S1|C11858	34
RL|S1|C11886	34
RL|S1|C11910	34
RL|S1|C11925	34
